day,side,reason,vix1d,regime,entry_et,exit_et,short,D_entry,pmkt_entry,D_exit,pmkt_exit,actual_pnl,held_pnl,touched_after_exit,settle_beyond
2025-12-22,p,risk_off_reversal,10.37,calm,11:20,13:25,6850.0,1.708,0.6723,1.925,0.7412,299.9999999999999,1162.5,0,1
2025-12-23,p,expiration,7.56,calm,11:08,16:01,6865.0,2.29,0.8099,,,862.5000000000001,862.5,0,1
2025-12-24,p,expiration,6.87,calm,10:23,13:02,6900.0,2.18,0.7738,,,337.5,337.5,0,1
2025-12-26,c,sr_inner_breach,7.01,calm,10:18,10:20,6955.0,1.95,0.8459,1.632,0.768,-749.9999999999998,862.5,0,1
2025-12-30,c,sr_inner_breach,8.44,calm,10:47,10:50,6920.0,1.69,0.7948,1.446,0.7233,-750,1087.5,0,1
2025-12-31,c,risk_off_reversal,9.28,calm,10:44,11:56,6910.0,2.029,0.8706,2.168,0.8983,525,1537.5,0,1
2026-01-02,c,sr_inner_breach,10.78,calm,11:51,12:19,6865.0,2.071,0.8822,1.129,0.6056,-1950,1837.5,1,1
2026-01-06,p,risk_off_reversal,8.46,calm,10:18,10:37,6895.0,2.39,0.8141,2.088,0.7587,-450.00000000000045,1312.5,0,1
2026-01-08,p,risk_off_reversal,8.85,calm,10:13,13:11,6880.0,2.551,0.8405,3.552,0.9629,900.0000000000002,1912.5,0,1
2026-01-09,c,risk_off_reversal,13.23,mid,10:12,10:22,6965.0,1.334,0.6679,0.713,0.3996,-1800.0000000000002,202.5,1,0
2026-01-09,p,expiration,13.23,mid,10:41,16:02,6900.0,2.118,0.7671,,,1387.5,1387.5,0,1
2026-01-12,p,expiration,8.37,calm,13:51,16:04,6965.0,1.438,0.6018,,,862.5000000000001,862.5,0,1
2026-01-13,c,risk_off_reversal,9.43,calm,10:07,11:44,7000.0,2.148,0.8797,1.996,0.8686,300.0000000000001,1162.5,0,1
2026-01-14,c,risk_off_reversal,10.43,calm,10:05,10:14,6970.0,3.184,0.9783,2.143,0.8811,-300,2437.5,0,1
2026-01-15,p,risk_off_reversal,11.3,mid,11:44,14:06,6940.0,2.002,0.7516,2.307,0.8255,375,1387.5,1,1
2026-01-16,c,risk_off_reversal,10.58,calm,10:39,11:10,6970.0,2.127,0.8863,1.157,0.6198,-1650,1387.5,0,1
2026-01-23,p,risk_off_reversal,10.5,calm,10:08,12:43,6865.0,2.658,0.856,3.327,0.9482,525.0000000000002,1837.5,0,1
2026-01-26,p,risk_off_reversal,12.0,mid,10:22,15:57,6915.0,1.959,0.7229,18.455,1.0,1350,1462.5,0,1
2026-01-27,p,risk_off_reversal,8.71,calm,10:42,12:17,6945.0,2.368,0.818,2.66,0.8776,75,1012.5,0,1
2026-01-30,c,risk_off_reversal,12.95,mid,11:29,12:30,6975.0,2.063,0.8811,2.165,0.8968,525,2437.5,0,1
2026-02-02,p,expiration,16.12,elevated,11:03,16:03,6910.0,2.111,0.7727,,,1312.4999999999998,1312.5,0,1
2026-02-03,c,expiration,9.62,calm,10:21,16:02,6995.0,2.911,0.9667,,,1462.5,1462.5,0,1
2026-02-04,c,risk_off_reversal,14.21,mid,11:08,14:48,6940.0,2.14,0.8947,3.289,0.9814,2850,3562.5,0,1
2026-02-05,c,risk_off_reversal,18.54,elevated,11:06,11:20,6865.0,2.659,0.9554,2.094,0.8865,-2325,2887.5,0,1
2026-02-06,p,expiration,22.0,elevated,14:11,16:02,6890.0,1.139,0.4971,,,1012.5,1012.5,0,1
2026-02-09,p,expiration,15.04,elevated,10:47,16:02,6905.0,1.989,0.7394,,,1387.5,1387.5,0,1
2026-02-10,p,risk_off_reversal,11.0,mid,10:12,13:10,6930.0,2.574,0.8441,2.832,0.9034,1050,1837.5,0,1
2026-02-19,c,risk_off_reversal,14.43,mid,13:24,14:09,6880.0,2.315,0.9145,1.615,0.7608,-899.9999999999998,862.5,0,1
2026-02-20,p,risk_off_reversal,16.75,elevated,10:13,12:16,6805.0,2.382,0.8115,2.798,0.8964,-1124.9999999999995,2737.5,0,1
2026-02-23,c,expiration,16.96,elevated,10:09,16:01,6920.0,1.829,0.8146,,,2587.5,2587.5,0,1
2026-02-24,p,expiration,15.45,elevated,10:55,16:02,6815.0,2.272,0.8045,,,1612.5000000000002,1612.5,0,1
2026-02-25,p,expiration,12.4,mid,11:53,16:03,6910.0,1.563,0.6329,,,1087.5,1087.5,0,1
2026-02-26,c,sr_inner_breach,16.17,elevated,11:52,14:18,6920.0,1.469,0.7329,0.94,0.5056,-2175,2587.5,0,1
2026-02-27,p,risk_off_reversal,13.59,mid,10:11,12:20,6795.0,3.127,0.9156,3.184,0.9362,900,2737.5,0,1
2026-03-02,p,risk_off_reversal,19.12,elevated,10:08,11:28,6785.0,2.296,0.7935,2.082,0.7688,-675.0000000000005,2287.5,0,1
2026-03-03,c,risk_off_reversal,16.19,elevated,10:50,11:05,6805.0,3.148,0.9816,1.914,0.8528,-1500.0000000000005,-15097.5,1,0
2026-03-03,p,sr_inner_breach,16.19,elevated,14:39,15:15,6815.0,0.633,0.2906,0.929,0.4165,225,7987.5,1,1
2026-03-04,p,expiration,19.61,elevated,11:24,16:01,6800.0,1.911,0.7277,,,2137.5,2137.5,0,1
2026-03-05,c,expiration,17.46,elevated,10:48,16:03,6885.0,1.864,0.8374,,,2212.5,2212.5,0,1
2026-03-19,p,risk_off_reversal,21.78,elevated,11:18,11:38,6530.0,2.017,0.753,1.441,0.593,-2475,1687.5,0,1
2026-03-20,c,risk_off_reversal,20.86,elevated,10:27,12:05,6615.0,2.094,0.876,1.86,0.839,674.9999999999995,2662.5,0,1
2026-03-23,p,risk_off_reversal,29.74,elevated,10:27,11:38,6555.0,1.633,0.6369,1.478,0.6051,-300,2137.5,0,1
2026-03-24,p,risk_off_reversal,22.26,elevated,10:57,13:10,6505.0,2.12,0.7737,1.892,0.7328,675,3562.5,0,1
2026-03-26,c,expiration,19.38,elevated,14:49,16:03,6530.0,2.075,0.8624,,,1237.4999999999998,1237.5,0,1
2026-03-27,c,expiration,23.37,elevated,13:06,16:04,6455.0,1.399,0.7056,,,1687.4999999999998,1687.5,0,1
2026-03-30,c,expiration,32.96,elevated,14:40,16:04,6370.0,0.761,0.4163,,,1762.5,1762.5,0,1
2026-03-31,p,expiration,22.99,elevated,13:35,16:05,6455.0,2.046,0.771,,,2812.5,2812.5,0,1
2026-04-01,p,risk_off_reversal,19.75,elevated,10:57,14:02,6525.0,2.09,0.7669,3.13,0.9352,899.9999999999993,2287.5,0,1
2026-04-02,p,expiration,23.25,elevated,10:23,16:02,6445.0,2.232,0.7859,,,2587.5,2587.5,0,1
2026-04-07,c,risk_off_reversal,17.97,elevated,10:56,12:03,6615.0,2.01,0.8707,1.331,0.6851,-4800,-1942.5,1,0
2026-04-09,p,expiration,16.61,elevated,11:23,13:26,6745.0,1.541,0.6233,,,1687.4999999999998,1687.5,0,1
2026-04-14,p,expiration,12.63,mid,12:51,16:03,6930.0,1.707,0.6816,,,1012.5,1012.5,0,1
2026-04-15,p,risk_off_reversal,12.52,mid,10:49,12:41,6950.0,2.074,0.76,2.176,0.7959,-524.9999999999998,1312.5,0,1
2026-04-16,p,risk_off_reversal,12.89,mid,12:22,12:34,7005.0,2.272,0.8136,1.576,0.6412,-4800,937.5,0,1
2026-04-17,p,expiration,12.43,mid,10:06,16:04,7055.0,2.575,0.8426,,,2062.5,2062.5,0,1
2026-04-20,c,risk_off_reversal,14.87,elevated,10:58,13:18,7135.0,1.614,0.7782,1.549,0.7518,1050,1837.5,0,1
2026-04-21,c,expiration,12.55,mid,12:01,16:03,7135.0,1.961,0.861,,,937.5,937.5,0,1
2026-04-22,p,risk_off_reversal,17.69,elevated,10:13,11:44,7060.0,1.929,0.7126,2.037,0.7599,450,1837.5,0,1
2026-04-23,p,risk_off_reversal,11.89,mid,11:15,11:45,7100.0,2.035,0.7564,1.894,0.7252,-374.9999999999998,1612.5,1,1
2026-04-24,p,expiration,13.87,mid,11:06,16:02,7085.0,2.175,0.7868,,,1612.5000000000002,1612.5,0,1
2026-04-27,p,expiration,16.81,elevated,13:31,16:04,7145.0,1.366,0.577,,,1162.5,1162.5,0,1
2026-04-28,c,risk_off_reversal,10.93,mid,10:43,13:35,7165.0,2.058,0.8756,2.675,0.952,1050,1837.5,0,1
2026-04-30,p,expiration,19.07,elevated,12:17,16:04,7130.0,1.561,0.635,,,1537.5,1537.5,0,1
2026-05-04,p,risk_off_reversal,13.36,mid,10:18,11:00,7190.0,1.906,0.7083,1.911,0.7249,-600,1462.5,1,1
2026-05-04,c,expiration,13.36,mid,12:20,16:04,7240.0,2.245,0.9091,,,1087.5,1087.5,0,1
2026-05-05,p,expiration,12.21,mid,11:00,16:04,7210.0,2.091,0.7677,,,1462.5,1462.5,0,1
2026-05-06,p,expiration,10.81,mid,10:38,16:05,7290.0,2.371,0.8174,,,1687.4999999999998,1687.5,0,1
2026-05-07,p,sr_inner_breach,11.34,mid,10:57,11:58,7345.0,1.864,0.7116,1.073,0.4645,-3449.999999999999,-10147.5,1,0
2026-05-07,c,expiration,11.34,mid,13:08,16:04,7380.0,2.044,0.8741,,,787.5000000000001,787.5,0,1
2026-05-08,p,risk_off_reversal,12.3,mid,11:39,15:29,7350.0,2.226,0.8004,5.604,0.9991,1275,1462.5,0,1
2026-05-11,p,risk_off_reversal,12.34,mid,11:01,11:12,7375.0,1.874,0.7156,1.848,0.7099,-225,1312.5,0,1
2026-05-12,c,risk_off_reversal,11.05,mid,10:38,13:24,7405.0,1.979,0.8586,2.801,0.9625,-375,1312.5,1,1
2026-05-13,p,expiration,10.59,calm,11:05,16:01,7370.0,2.254,0.8026,,,1462.5,1462.5,0,1
2026-05-14,p,expiration,11.54,mid,10:41,16:03,7445.0,2.125,0.7686,,,1912.4999999999995,1912.5,0,1
2026-05-18,c,risk_off_reversal,15.82,elevated,11:15,12:20,7440.0,1.869,0.8427,1.857,0.8382,375,1687.5,0,1
2026-05-19,c,risk_off_reversal,12.31,mid,10:20,12:31,7405.0,2.807,0.9596,2.089,0.8842,525,2512.5,0,1
2026-05-20,p,expiration,13.05,mid,10:32,16:03,7350.0,2.322,0.8062,,,1987.5,1987.5,0,1
2026-05-21,p,sr_inner_breach,16.13,elevated,14:28,14:48,7425.0,1.745,0.6962,1.305,0.5584,-2475.0000000000005,1237.5,1,1
2026-05-26,p,risk_off_reversal,17.34,elevated,10:17,11:49,7480.0,1.532,0.6026,1.004,0.4369,-2100.0000000000005,1912.5,0,1
2026-05-26,c,risk_off_reversal,17.34,elevated,13:27,14:09,7535.0,1.334,0.6781,1.242,0.6347,-224.9999999999999,787.5,0,1
2026-05-27,c,risk_off_reversal,10.84,mid,11:49,12:14,7540.0,2.05,0.8785,1.605,0.7741,-600,1387.5,0,1
2026-05-28,p,expiration,10.22,calm,10:20,16:04,7495.0,2.503,0.8349,,,1612.4999999999998,1612.5,0,1
2026-06-01,p,expiration,12.33,mid,12:43,16:04,7560.0,1.586,0.6451,,,1087.5000000000002,1087.5,0,1
2026-06-02,p,expiration,9.6,calm,10:15,16:04,7555.0,2.426,0.8197,,,1612.4999999999998,1612.5,0,1
2026-06-04,p,expiration,11.32,mid,10:45,16:03,7510.0,2.116,0.7679,,,1762.5000000000002,1762.5,0,1
